ticker,executive,company,published_at,title,description,content,source,url,data_source
AAPL,Tim Cook,Apple,"Fri, 27 Mar 2026 21:18:12 GMT","Your Questions on Apple’s Critical 2026, Answered by Mark Gurman - Bloomberg.com","<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxQMWZoTzB4bG1FdndCUWtYMEdocjBHMjdmd3JkZWVpemJscFQwNWl5OUlCYVJ2MEo1b2l4MVhIeFIyRGtybDNLQkYzX1NEaDlqZmY0VjZ5SHpqeW5UZTJwS0JpNkkyN3NPUklYOGFfSjhJanJ4LUtpTnFVQ19QT0l4R0M0SmZ0SEV5SDVZaDBhVHdNQjFvZWJQa0JfQUVEeHNpY0lneVRBYVBnaFM0Z2QxVWxnc3lDSXdwM1lLQw?oc=5"" target=""_blank"">Your Questions on Apple’s Critical 2026, Answered by Mark Gurman</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg.com</font>","<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxQMWZoTzB4bG1FdndCUWtYMEdocjBHMjdmd3JkZWVpemJscFQwNWl5OUlCYVJ2MEo1b2l4MVhIeFIyRGtybDNLQkYzX1NEaDlqZmY0VjZ5SHpqeW5UZTJwS0JpNkkyN3NPUklYOGFfSjhJanJ4LUtpTnFVQ19QT0l4R0M0SmZ0SEV5SDVZaDBhVHdNQjFvZWJQa0JfQUVEeHNpY0lneVRBYVBnaFM0Z2QxVWxnc3lDSXdwM1lLQw?oc=5"" target=""_blank"">Your Questions on Apple’s Critical 2026, Answered by Mark Gurman</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg.com</font>",Bloomberg.com,https://news.google.com/rss/articles/CBMivAFBVV95cUxQMWZoTzB4bG1FdndCUWtYMEdocjBHMjdmd3JkZWVpemJscFQwNWl5OUlCYVJ2MEo1b2l4MVhIeFIyRGtybDNLQkYzX1NEaDlqZmY0VjZ5SHpqeW5UZTJwS0JpNkkyN3NPUklYOGFfSjhJanJ4LUtpTnFVQ19QT0l4R0M0SmZ0SEV5SDVZaDBhVHdNQjFvZWJQa0JfQUVEeHNpY0lneVRBYVBnaFM0Z2QxVWxnc3lDSXdwM1lLQw?oc=5,google_news
AAPL,Tim Cook,Apple,"Sun, 29 Mar 2026 13:17:00 GMT",Apple CEO Says Get Off Your Phone (And Science Agrees With Him) - bgr.com,"<a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTFBkdEVhVzhjZ0NPdzJ3WXQwUHRrZTJGZ180UWlyWksyNlljWGhOWENsZFVodGNJLXJ5TDNFQXh1b1g5YWhOTjNLdEdPTGZxYV93eVBtMnZRSDNrbE5ZdjlwbmpOTERHU3Q4ZnNQX0lIUTdrMXRx?oc=5"" target=""_blank"">Apple CEO Says Get Off Your Phone (And Science Agrees With Him)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">bgr.com</font>","<a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTFBkdEVhVzhjZ0NPdzJ3WXQwUHRrZTJGZ180UWlyWksyNlljWGhOWENsZFVodGNJLXJ5TDNFQXh1b1g5YWhOTjNLdEdPTGZxYV93eVBtMnZRSDNrbE5ZdjlwbmpOTERHU3Q4ZnNQX0lIUTdrMXRx?oc=5"" target=""_blank"">Apple CEO Says Get Off Your Phone (And Science Agrees With Him)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">bgr.com</font>",bgr.com,https://news.google.com/rss/articles/CBMidEFVX3lxTFBkdEVhVzhjZ0NPdzJ3WXQwUHRrZTJGZ180UWlyWksyNlljWGhOWENsZFVodGNJLXJ5TDNFQXh1b1g5YWhOTjNLdEdPTGZxYV93eVBtMnZRSDNrbE5ZdjlwbmpOTERHU3Q4ZnNQX0lIUTdrMXRx?oc=5,google_news
AAPL,Tim Cook,Apple,"Mon, 30 Mar 2026 06:55:30 GMT","At 50, Apple confronts its next big challenge: AI - The Hindu","<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxQcXU0TWQ0MjFISm5Dd1NCU1BpWjZYU0RHSjVMQTkwRFZuRDZtTExQeGw0TFRkeEdEcWNhajdxSHUwLV92dVplTEtXcktXN0RxUUZYVG92S1NRb3k1VUJYeHd2X2VieGk1Uk92d3pNeHJGVVMwWnh2b3FtOV9BSGQ0ZHNNMk5TaFM3Q3RkcmVrYUt5TDNad0V5TERyNGQ4eHJNalZ0XzZ5QzlRck1PVjk2VVJ30gG4AUFVX3lxTE9zT2xnaFVBS0NBX2Q0ZzYzbXViQlBUTHAyWVZVNmpacGF2QlJxZmZxd2drR0RVWm1fYjVUdmJENmNpNE56UWtZWFI3VWtoeXJNQWpoTjg5OHBSdVRTTFBtazl5aXFwcldmS2ZtaVNIdHJsc0tNZDdmUGpkMWluYjhJMmM5QlZlcmFkZHNySFhpa0Z1cE5KYlZDUENaRFltcW5WeVRmb294QkQ0Qk1TQW9yU3JKNTNYY20?oc=5"" target=""_blank"">At 50, Apple confronts its next big challenge: AI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Hindu</font>","<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxQcXU0TWQ0MjFISm5Dd1NCU1BpWjZYU0RHSjVMQTkwRFZuRDZtTExQeGw0TFRkeEdEcWNhajdxSHUwLV92dVplTEtXcktXN0RxUUZYVG92S1NRb3k1VUJYeHd2X2VieGk1Uk92d3pNeHJGVVMwWnh2b3FtOV9BSGQ0ZHNNMk5TaFM3Q3RkcmVrYUt5TDNad0V5TERyNGQ4eHJNalZ0XzZ5QzlRck1PVjk2VVJ30gG4AUFVX3lxTE9zT2xnaFVBS0NBX2Q0ZzYzbXViQlBUTHAyWVZVNmpacGF2QlJxZmZxd2drR0RVWm1fYjVUdmJENmNpNE56UWtZWFI3VWtoeXJNQWpoTjg5OHBSdVRTTFBtazl5aXFwcldmS2ZtaVNIdHJsc0tNZDdmUGpkMWluYjhJMmM5QlZlcmFkZHNySFhpa0Z1cE5KYlZDUENaRFltcW5WeVRmb294QkQ0Qk1TQW9yU3JKNTNYY20?oc=5"" target=""_blank"">At 50, Apple confronts its next big challenge: AI</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Hindu</font>",The Hindu,https://news.google.com/rss/articles/CBMisgFBVV95cUxQcXU0TWQ0MjFISm5Dd1NCU1BpWjZYU0RHSjVMQTkwRFZuRDZtTExQeGw0TFRkeEdEcWNhajdxSHUwLV92dVplTEtXcktXN0RxUUZYVG92S1NRb3k1VUJYeHd2X2VieGk1Uk92d3pNeHJGVVMwWnh2b3FtOV9BSGQ0ZHNNMk5TaFM3Q3RkcmVrYUt5TDNad0V5TERyNGQ4eHJNalZ0XzZ5QzlRck1PVjk2VVJ30gG4AUFVX3lxTE9zT2xnaFVBS0NBX2Q0ZzYzbXViQlBUTHAyWVZVNmpacGF2QlJxZmZxd2drR0RVWm1fYjVUdmJENmNpNE56UWtZWFI3VWtoeXJNQWpoTjg5OHBSdVRTTFBtazl5aXFwcldmS2ZtaVNIdHJsc0tNZDdmUGpkMWluYjhJMmM5QlZlcmFkZHNySFhpa0Z1cE5KYlZDUENaRFltcW5WeVRmb294QkQ0Qk1TQW9yU3JKNTNYY20?oc=5,google_news
AAPL,Tim Cook,Apple,"Wed, 25 Feb 2026 08:00:00 GMT",Tim Cook sums up Steve Jobs in just four words - macworld.com,"<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxNNHpPZFNtSk9WbkhFTDg2d2VTLVR4bUxtVE1OSUd6V0NPcTRpcFF6OUsyd01jQXFkd2ZpaU14UGhQdEdnZndkdnlZcmdBWm1PRTBpUHlVTXRUMEFtVXdMdl9vZ3o5V3cycWFURjBEaU8xcHl6RHM5OC0yNXlTaFoxS3dfMVpGRFN4UGNJRERRa0hVWmRCMnlZ?oc=5"" target=""_blank"">Tim Cook sums up Steve Jobs in just four words</a>&nbsp;&nbsp;<font color=""#6f6f6f"">macworld.com</font>","<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxNNHpPZFNtSk9WbkhFTDg2d2VTLVR4bUxtVE1OSUd6V0NPcTRpcFF6OUsyd01jQXFkd2ZpaU14UGhQdEdnZndkdnlZcmdBWm1PRTBpUHlVTXRUMEFtVXdMdl9vZ3o5V3cycWFURjBEaU8xcHl6RHM5OC0yNXlTaFoxS3dfMVpGRFN4UGNJRERRa0hVWmRCMnlZ?oc=5"" target=""_blank"">Tim Cook sums up Steve Jobs in just four words</a>&nbsp;&nbsp;<font color=""#6f6f6f"">macworld.com</font>",macworld.com,https://news.google.com/rss/articles/CBMilwFBVV95cUxNNHpPZFNtSk9WbkhFTDg2d2VTLVR4bUxtVE1OSUd6V0NPcTRpcFF6OUsyd01jQXFkd2ZpaU14UGhQdEdnZndkdnlZcmdBWm1PRTBpUHlVTXRUMEFtVXdMdl9vZ3o5V3cycWFURjBEaU8xcHl6RHM5OC0yNXlTaFoxS3dfMVpGRFN4UGNJRERRa0hVWmRCMnlZ?oc=5,google_news
AAPL,Tim Cook,Apple,"Wed, 18 Feb 2026 08:00:00 GMT",Mark Zuckerberg said he reached out to Apple CEO Tim Cook to discuss 'wellbeing of teens and kids' - CNBC,"<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxPRF9xQnZ2YVc3LXBFendRV0I4MklnT094ODhPOGN6NzQ2WXVYV1YzZV9HclEtTFZCTG9WRmM5a3FRRFNWdXRiaW5OWHJrRlkwVzZxN1ZISmF1MjZ4akQ4bmktVW92aWxvYjJGQ2ZlbmdMSC1DS01TeEROcjN3bWNwQVRrNDB2bVQzMTBR0gGQAUFVX3lxTFBIbGZZSC1LeFc1WktHS1Bwb1VvYy1rTFVNaFJzVGZvTFdoNkxVNVoyMWRUbmx6VFlRaHk4WEtZVTE5dHZoaXAyTmk0dkhRRW9KdEhPbXZ6cThfUWhoaW5XTjVfWlp2VXp2RVNaSjRuRk1iNWpjNWVkalZTbmt4cG9tb1lwSFkzcjdCQ3BjSGVQbA?oc=5"" target=""_blank"">Mark Zuckerberg said he reached out to Apple CEO Tim Cook to discuss 'wellbeing of teens and kids'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>","<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxPRF9xQnZ2YVc3LXBFendRV0I4MklnT094ODhPOGN6NzQ2WXVYV1YzZV9HclEtTFZCTG9WRmM5a3FRRFNWdXRiaW5OWHJrRlkwVzZxN1ZISmF1MjZ4akQ4bmktVW92aWxvYjJGQ2ZlbmdMSC1DS01TeEROcjN3bWNwQVRrNDB2bVQzMTBR0gGQAUFVX3lxTFBIbGZZSC1LeFc1WktHS1Bwb1VvYy1rTFVNaFJzVGZvTFdoNkxVNVoyMWRUbmx6VFlRaHk4WEtZVTE5dHZoaXAyTmk0dkhRRW9KdEhPbXZ6cThfUWhoaW5XTjVfWlp2VXp2RVNaSjRuRk1iNWpjNWVkalZTbmt4cG9tb1lwSFkzcjdCQ3BjSGVQbA?oc=5"" target=""_blank"">Mark Zuckerberg said he reached out to Apple CEO Tim Cook to discuss 'wellbeing of teens and kids'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>",CNBC,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPRF9xQnZ2YVc3LXBFendRV0I4MklnT094ODhPOGN6NzQ2WXVYV1YzZV9HclEtTFZCTG9WRmM5a3FRRFNWdXRiaW5OWHJrRlkwVzZxN1ZISmF1MjZ4akQ4bmktVW92aWxvYjJGQ2ZlbmdMSC1DS01TeEROcjN3bWNwQVRrNDB2bVQzMTBR0gGQAUFVX3lxTFBIbGZZSC1LeFc1WktHS1Bwb1VvYy1rTFVNaFJzVGZvTFdoNkxVNVoyMWRUbmx6VFlRaHk4WEtZVTE5dHZoaXAyTmk0dkhRRW9KdEhPbXZ6cThfUWhoaW5XTjVfWlp2VXp2RVNaSjRuRk1iNWpjNWVkalZTbmt4cG9tb1lwSFkzcjdCQ3BjSGVQbA?oc=5,google_news
AAPL,Tim Cook,Apple,"Tue, 17 Mar 2026 07:00:00 GMT",Apple CEO Tim Cook Urges Users to Get Off Their Smartphones and Spend Their Days 'in Nature' - People.com,"<a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxOUVlzbnYxQ3YwTHpBVTdNaWM0bVdycWV5UUx4eVltS1g0UTI0REE5WlhjS1FWNHBadk85SnBDYVNaN2Fzb2dodWZoRGQ4X0tkcmdsTjBRWERXaXhUeHI5ZFcwRFNadGNmaWhKbHczWV9vM2N6R3FPZDNGdUEzMUFNN2laZk16eFI2bGZmMXVMS3NoREtIMlZONDg3VllubFE?oc=5"" target=""_blank"">Apple CEO Tim Cook Urges Users to Get Off Their Smartphones and Spend Their Days 'in Nature'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">People.com</font>","<a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxOUVlzbnYxQ3YwTHpBVTdNaWM0bVdycWV5UUx4eVltS1g0UTI0REE5WlhjS1FWNHBadk85SnBDYVNaN2Fzb2dodWZoRGQ4X0tkcmdsTjBRWERXaXhUeHI5ZFcwRFNadGNmaWhKbHczWV9vM2N6R3FPZDNGdUEzMUFNN2laZk16eFI2bGZmMXVMS3NoREtIMlZONDg3VllubFE?oc=5"" target=""_blank"">Apple CEO Tim Cook Urges Users to Get Off Their Smartphones and Spend Their Days 'in Nature'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">People.com</font>",People.com,https://news.google.com/rss/articles/CBMinwFBVV95cUxOUVlzbnYxQ3YwTHpBVTdNaWM0bVdycWV5UUx4eVltS1g0UTI0REE5WlhjS1FWNHBadk85SnBDYVNaN2Fzb2dodWZoRGQ4X0tkcmdsTjBRWERXaXhUeHI5ZFcwRFNadGNmaWhKbHczWV9vM2N6R3FPZDNGdUEzMUFNN2laZk16eFI2bGZmMXVMS3NoREtIMlZONDg3VllubFE?oc=5,google_news
AAPL,Tim Cook,Apple,"Tue, 17 Mar 2026 07:00:00 GMT","Tim Cook talks Apple's 50th anniversary, future of AI and privacy - Good Morning America","<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxOXzhGYjlENkhCbFZ5ZE12aFJCRWtUb2g1TnZ3VW1Yd0FidjVsbGQ4Z2FKaGJoMnFjWDRjNEtrX3VOVTEtMW9salNHdWZGWHNYWlJlYjE2V1BaSUxGUW5lTDVHRGdWLWUtajNxS2YxbzJyYk1wbnJmRTUwbnpzUHhta3hhSWdBQ3c0VHZoMXo2aWE0a0t0SmJDT2FOXy1udE9pTnU0bVJGU1RmUmfSAbABQVVfeXFMUEFqdmwtWjFUdGRicUMtRHA1WEtnZzRBdG13c3Z4SmNQQWpac29oRnRIUXU2RktfdEVkM1hxU0VBSk5xYk5nUFZtYy1tX09ocDIzaGNINXVxelNiazh0WVprc3l1MDB6a3dvSlo2Q1hVR2cwU1NJcHN2MGlLaDltaV9RbVlncU0yNDI5cVJ6NzR4NkZhS0lWU1AyY28tc1c5bk1yREktUmgxQm52NXlqTlU?oc=5"" target=""_blank"">Tim Cook talks Apple's 50th anniversary, future of AI and privacy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Good Morning America</font>","<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxOXzhGYjlENkhCbFZ5ZE12aFJCRWtUb2g1TnZ3VW1Yd0FidjVsbGQ4Z2FKaGJoMnFjWDRjNEtrX3VOVTEtMW9salNHdWZGWHNYWlJlYjE2V1BaSUxGUW5lTDVHRGdWLWUtajNxS2YxbzJyYk1wbnJmRTUwbnpzUHhta3hhSWdBQ3c0VHZoMXo2aWE0a0t0SmJDT2FOXy1udE9pTnU0bVJGU1RmUmfSAbABQVVfeXFMUEFqdmwtWjFUdGRicUMtRHA1WEtnZzRBdG13c3Z4SmNQQWpac29oRnRIUXU2RktfdEVkM1hxU0VBSk5xYk5nUFZtYy1tX09ocDIzaGNINXVxelNiazh0WVprc3l1MDB6a3dvSlo2Q1hVR2cwU1NJcHN2MGlLaDltaV9RbVlncU0yNDI5cVJ6NzR4NkZhS0lWU1AyY28tc1c5bk1yREktUmgxQm52NXlqTlU?oc=5"" target=""_blank"">Tim Cook talks Apple's 50th anniversary, future of AI and privacy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Good Morning America</font>",Good Morning America,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOXzhGYjlENkhCbFZ5ZE12aFJCRWtUb2g1TnZ3VW1Yd0FidjVsbGQ4Z2FKaGJoMnFjWDRjNEtrX3VOVTEtMW9salNHdWZGWHNYWlJlYjE2V1BaSUxGUW5lTDVHRGdWLWUtajNxS2YxbzJyYk1wbnJmRTUwbnpzUHhta3hhSWdBQ3c0VHZoMXo2aWE0a0t0SmJDT2FOXy1udE9pTnU0bVJGU1RmUmfSAbABQVVfeXFMUEFqdmwtWjFUdGRicUMtRHA1WEtnZzRBdG13c3Z4SmNQQWpac29oRnRIUXU2RktfdEVkM1hxU0VBSk5xYk5nUFZtYy1tX09ocDIzaGNINXVxelNiazh0WVprc3l1MDB6a3dvSlo2Q1hVR2cwU1NJcHN2MGlLaDltaV9RbVlncU0yNDI5cVJ6NzR4NkZhS0lWU1AyY28tc1c5bk1yREktUmgxQm52NXlqTlU?oc=5,google_news
AAPL,Tim Cook,Apple,"Thu, 26 Feb 2026 08:00:00 GMT","New Apple product launch week starts Monday, Tim Cook confirms - 9to5mac.com","<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxNWGVyV2ZFUHBLUUctdElHYjRZQVZQMldoOHctdEZoZFVwS3dBRnhGaTMyUFZFNVo1N2l6bGN6a0FIMmlORzVBd3JTelF3ZUw5RHhOMENlQVhUUnpXenZIano1eTdoUFgwWmotQTdDSjNXT3FmZ1ZPaEl0UDlfRWphdTRTYk1Db2oxT0ZtcjFrM055Zw?oc=5"" target=""_blank"">New Apple product launch week starts Monday, Tim Cook confirms</a>&nbsp;&nbsp;<font color=""#6f6f6f"">9to5mac.com</font>","<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxNWGVyV2ZFUHBLUUctdElHYjRZQVZQMldoOHctdEZoZFVwS3dBRnhGaTMyUFZFNVo1N2l6bGN6a0FIMmlORzVBd3JTelF3ZUw5RHhOMENlQVhUUnpXenZIano1eTdoUFgwWmotQTdDSjNXT3FmZ1ZPaEl0UDlfRWphdTRTYk1Db2oxT0ZtcjFrM055Zw?oc=5"" target=""_blank"">New Apple product launch week starts Monday, Tim Cook confirms</a>&nbsp;&nbsp;<font color=""#6f6f6f"">9to5mac.com</font>",9to5mac.com,https://news.google.com/rss/articles/CBMikgFBVV95cUxNWGVyV2ZFUHBLUUctdElHYjRZQVZQMldoOHctdEZoZFVwS3dBRnhGaTMyUFZFNVo1N2l6bGN6a0FIMmlORzVBd3JTelF3ZUw5RHhOMENlQVhUUnpXenZIano1eTdoUFgwWmotQTdDSjNXT3FmZ1ZPaEl0UDlfRWphdTRTYk1Db2oxT0ZtcjFrM055Zw?oc=5,google_news
AAPL,Tim Cook,Apple,"Tue, 24 Feb 2026 08:00:00 GMT",Tim Cook Reflects on Joining Apple and Steve Jobs - MacRumors,"<a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxNdnhETGhERkJ6ZW1kbUNMSjlXcFc3RzhodTdLbU1hdVFOT0ZpRmk3N0xyX0I4NTB2Vzh5MWlDMElTRXM2aGJHVkVoZFdWcDBQQ2Q5SlFYcG11NHpMTkdMblMxampKQjRacFlXeHZoN2NFeDFobk94MmpxTExwSFd4NmRpZ3JfZw?oc=5"" target=""_blank"">Tim Cook Reflects on Joining Apple and Steve Jobs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MacRumors</font>","<a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxNdnhETGhERkJ6ZW1kbUNMSjlXcFc3RzhodTdLbU1hdVFOT0ZpRmk3N0xyX0I4NTB2Vzh5MWlDMElTRXM2aGJHVkVoZFdWcDBQQ2Q5SlFYcG11NHpMTkdMblMxampKQjRacFlXeHZoN2NFeDFobk94MmpxTExwSFd4NmRpZ3JfZw?oc=5"" target=""_blank"">Tim Cook Reflects on Joining Apple and Steve Jobs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MacRumors</font>",MacRumors,https://news.google.com/rss/articles/CBMihgFBVV95cUxNdnhETGhERkJ6ZW1kbUNMSjlXcFc3RzhodTdLbU1hdVFOT0ZpRmk3N0xyX0I4NTB2Vzh5MWlDMElTRXM2aGJHVkVoZFdWcDBQQ2Q5SlFYcG11NHpMTkdMblMxampKQjRacFlXeHZoN2NFeDFobk94MmpxTExwSFd4NmRpZ3JfZw?oc=5,google_news
AAPL,Tim Cook,Apple,"Sun, 22 Mar 2026 07:00:00 GMT",Apple’s Heir Apparent Steps Into the Spotlight - Bloomberg.com,"<a href=""https://news.google.com/rss/articles/CBMiZkFVX3lxTFBpZGtlX1Y3NDMtU2liNGpNOXdhaVpVOTM4VFg3eGdmbkR4THdidmEwU2tqdmRfazFOcTYzMGtFVzdObE1QeGNpV29uU3VxdDNkLUtCYWhqQnloanM3Q3kwOUVFMG44QQ?oc=5"" target=""_blank"">Apple’s Heir Apparent Steps Into the Spotlight</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg.com</font>","<a href=""https://news.google.com/rss/articles/CBMiZkFVX3lxTFBpZGtlX1Y3NDMtU2liNGpNOXdhaVpVOTM4VFg3eGdmbkR4THdidmEwU2tqdmRfazFOcTYzMGtFVzdObE1QeGNpV29uU3VxdDNkLUtCYWhqQnloanM3Q3kwOUVFMG44QQ?oc=5"" target=""_blank"">Apple’s Heir Apparent Steps Into the Spotlight</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg.com</font>",Bloomberg.com,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBpZGtlX1Y3NDMtU2liNGpNOXdhaVpVOTM4VFg3eGdmbkR4THdidmEwU2tqdmRfazFOcTYzMGtFVzdObE1QeGNpV29uU3VxdDNkLUtCYWhqQnloanM3Q3kwOUVFMG44QQ?oc=5,google_news
